user_id	chat_id	chat_title
4293101	-73514830535957	Бесплатные объявления
4298219	-73514830535957	Бесплатные объявления
4303612	-73514830535957	Бесплатные объявления
4307382	-73514830535957	Бесплатные объявления
4308626	-73514830535957	Бесплатные объявления
4310338	-73514830535957	Бесплатные объявления
4312137	-73514830535957	Бесплатные объявления
4312172	-73514830535957	Бесплатные объявления
4312472	-73514830535957	Бесплатные объявления
4313218	-73514830535957	Бесплатные объявления
4314509	-73514830535957	Бесплатные объявления
4314941	-73514830535957	Бесплатные объявления
4315278	-73514830535957	Бесплатные объявления
4315692	-73514830535957	Бесплатные объявления
4317985	-73514830535957	Бесплатные объявления
4330801	-73514830535957	Бесплатные объявления
4330825	-73514830535957	Бесплатные объявления
4332753	-73514830535957	Бесплатные объявления
4333549	-73514830535957	Бесплатные объявления
4333911	-73514830535957	Бесплатные объявления
4337292	-73514830535957	Бесплатные объявления
4338053	-73514830535957	Бесплатные объявления
4340945	-73514830535957	Бесплатные объявления
4341891	-73514830535957	Бесплатные объявления
4347472	-73514830535957	Бесплатные объявления
4347759	-73514830535957	Бесплатные объявления
4348660	-73514830535957	Бесплатные объявления
4348785	-73514830535957	Бесплатные объявления
4348820	-73514830535957	Бесплатные объявления
